Gene_name,Com_Genes_No
ZNF430,2962
CDKN2AIPNL,2965
SH3PXD2A,2966
THAP7,2963
OR2C3,2964
CLEC3A,2966
ENSG00000272647,2964
NFKB2,2964
ENSG00000286239,2964
USP46,2962
OARD1,2964
NTNG2,2965
DLX3,2964
IGKJ4,2965
MRPS18C,2965
ZNF416,2963
HGSNAT,2965
HPCAL4,2964
C9orf153,2964
SMAGP,2963
PTPN9,2964
MEF2B,2963
ENSG00000254553,2963
SATB2,2963
RIPOR2,2964
NUDT21,2964
THUMPD2,2963
ACTR6,2964
OR5B2,2963
TUBA1B,2964
DNAJC10,2965
BPTF,2963
MS4A5,2963
PROM1,2962
ARHGEF33,2963
PPP1R18,2963
CCNQ,2964
ERAP1,2964
HNRNPC,2963
ZNF582,2964
GPATCH11,2963
ENSG00000288570,2964
TSPAN14,2964
IGHV4OR15-8,2964
ELMOD3,2964
TRPC4,2966
BCAS2,2963
MAPK1,2963
APOA1,2965
TGFBI,2966
GPAT4,2964
PIGQ,2964
ZNF98,2963
FUNDC2,2965
ENSG00000285330,2964
DPF2,2965
SIRT4,2964
FCGR2B,2962
ALG12,2964
BLZF1,2964
LINC00514,2963
PCDHA11,2963
HPS4,2966
STH,2964
GARRE1,2964
OR11G2,2963
ENSG00000283580,2963
NDUFA9,2965
DYNLRB2,2964
CDH16,2963
ENSG00000257767,2963
OR52D1,2963
BARX1,2964
VPS36,2963
CHRNB4,2964
KCTD10,2964
RPL21,2964
ZNF12,2963
ERN1,2963
KRT222,2965
SUN5,2964
UNC93B1,2964
RGS8,2963
RASGRF1,2963
EIF3E,2963
MRPL35,2964
ANKRD9,2962
POLR1F,2964
DNASE1L2,2963
ENSG00000273049,2963
ENSG00000261832,2963
SPRR2A,2962
NSMAF,2964
IGHV3-64D,2965
SLCO1B7,2964
PLRG1,2963
DCP2,2963
PCDHB5,2962
C2orf42,2962
NSD3,2963
FRMPD3,2964
TNK1,2963
RBM20,2963
APLF,2964
INSL6,2963
PTPRT,2963
CYP4V2,2963
HTR1A,2963
ENSG00000288593,2963
NUPR1,2963
MSANTD2,2964
EVX2,2964
RABEP2,2963
ENSG00000273025,2963
PARM1,2965
CHL1,2963
LCN6,2963
ENSG00000261130,2964
ENSG00000255104,2963
ENSG00000283580,2963
SLC44A3,2964
MSRB3,2964
RALY,2964
PGA4,2964
ALX1,2962
FAM161B,2962
SARDH,2964
PCDH20,2963
NAT8L,2964
DOP1A,2965
TEX43,2965
SIX5,2963
SPACA3,2963
BLACAT1,2965
CKMT1B,2963
GLUL,2963
ENSG00000284461,2964
CDK5RAP3,2963
ACOT4,2964
MON1A,2964
MAP9,2965
DDTL,2963
HSPA13,2963
MCM3,2963
ENSG00000257355,2964
THRSP,2963
SMYD5,2962
ODF2L,2963
LIPN,2963
WT1,2964
TRAV26-2,2963
TSEN15,2963
CLTRN,2963
PRDM10,2963
SLC7A10,2962
L3MBTL4,2962
HEATR3,2964
LY6G5C,2963
ENSG00000286135,2964
HEMGN,2964
CARM1,2962
USP53,2964
CYP3A7-CYP3A51P,2963
KLK6,2963
MAIP1,2964
SMG1,2964
CLDN4,2966
UNCX,2964
CST3,2963
TPRA1,2964
PHIP,2964
ANKRD13D,2964
C2orf81,2963
TMED9,2964
PTRH1,2963
OR2M2,2965
RTL8B,2963
ASB6,2963
ZBTB45,2964
CDIPT,2965
LPCAT3,2964
BRINP3,2964
PEX14,2964
MRPL4,2964
IRF9,2965
MPP2,2962
NEK7,2963
API5,2965
DHTKD1,2964
GOPC,2965
GUCA1B,2963
CCDC82,2964
BCAR3,2962
ARFGEF3,2963
INA,2962
GAL,2963
RPH3A,2965
MPHOSPH10,2965
RBMY1J,2965
SCN4A,2965
SH3RF1,2963
ZNF571,2963
FAAP100,2964
LUC7L3,2964
RSAD2,2964
IGLV3-10,2964
PDXK,2962
DUOX2,2965
ENSG00000272822,2963
PTGER2,2962
LDLRAD1,2964
SLC18A3,2963
ENSG00000262660,2964
JSRP1,2964
ENSG00000249967,2963
TNNT3,2964
LRRC52,2966
TEAD3,2966
ALDH3A2,2963
GDI1,2964
DCUN1D4,2965
ZIC2,2963
CATSPER3,2963
TTBK2,2964
CPSF6,2966
GBP7,2964
PUS3,2964
ENSG00000273171,2964
DNMT3B,2964
YDJC,2964
GDAP2,2963
ZNF419,2964
PRKD2,2963
USP21,2964
TMEM88B,2962
AMBP,2965
ENSG00000259916,2963
OPA1,2963
IMP3,2963
DCDC2B,2965
LIPM,2966
DFFB,2963
PARD6B,2964
SLC2A7,2963
HOXB3,2963
MIER1,2963
POLR2L,2963
SDCCAG8,2964
ENSG00000283663,2963
PGK1,2964
ENSG00000284526,2963
KCNA7,2964
DIRAS1,2965
TOMM7,2964
ZACN,2963
ENSG00000288000,2963
NDC1,2963
OR8H3,2963
RAB3GAP1,2963
TBCD,2963
GATA4,2962
LYG1,2964
GTF2H2C,2963
IGKV1-12,2964
OR2AP1,2963
BNIP1,2965
RAB41,2963
BHMT,2964
ADAMTS16,2963
VSX2,2964
IGFBP3,2964
COA7,2963
GZMA,2963
RPL17,2964
ENAM,2963
OR4D11,2965
ENSG00000249624,2964
AFF3,2963
RFX4,2963
MLLT3,2964
CD8B2,2964
KCTD3,2962
KRR1,2963
MRPL45,2964
IFT27,2963
OR10G8,2963
SLC10A5,2964
PECAM1,2963
HLA-DPB1,2965
MARCHF1,2962
NCEH1,2964
TBL2,2965
TRGV2,2963
LRRC42,2963
RHBDL2,2963
TRIM34,2964
CHN1,2964
TRAPPC2B,2963
H2BW2,2963
SIKE1,2963
WIPF1,2963
ENSG00000288000,2963
CLVS1,2963
ENSG00000272897,2963
TMED5,2964
ADORA3,2962
OR51G1,2963
SSU72P7,2963
SLC25A37,2962
LEF1,2966
PCDHB4,2965
CCDC88A,2963
CCNP,2963
ERCC6L,2966
TRBV6-1,2964
UBE2J1,2965
G0S2,2965
SMIM26,2965
RPL31,2963
ACO2,2963
ENSG00000258461,2963
H2AC4,2962
CEP83,2962
ENSG00000286135,2963
NCBP2,2964
TOMM34,2963
SCML2,2964
ZC3H18,2964
CCPG1,2965
CD2AP,2962
SAMD15,2964
ENSG00000285471,2964
ELK4,2964
S1PR4,2964
VGF,2964
CUZD1,2963
CNKSR3,2963
IGHD4-17,2961
CCDC163,2963
ENSG00000260170,2964
RFC3,2964
CLMN,2964
LETMD1,2964
BTBD10,2963
CYTH2,2964
ACSM6,2965
TRIM47,2963
HMCN2,2965
CENPVL1,2964
C12orf73,2963
IGLV1-47,2964
SDK1,2963
TREX1,2962
UBQLN3,2963
SLC15A4,2964
S100A6,2963
RAB32,2964
S100A2,2963
ENSG00000285589,2963
APELA,2964
FKBP3,2962
CFAP58,2963
RNF149,2964
ENTPD3,2964
TDRP,2964
LZTFL1,2965
KDM7A,2965
AR,2964
SLCO4C1,2964
PHF14,2966
GADD45B,2963
TRBV3-1,2963
CES2,2965
ENSG00000269035,2964
ZNF19,2964
PXMP4,2964
ID4,2965
SPAG11B,2964
VNN3,2963
ZNF610,2962
PLCXD1,2963
MIPOL1,2965
ENSG00000288591,2963
ANKDD1A,2963
NUP160,2963
IQGAP2,2964
TRPV5,2963
MT-ATP8,2965
ACTRT1,2963
CYP2A13,2962
ENSG00000285330,2964
SLX4IP,2963
FAM71C,2963
SMCR8,2963
PXMP2,2963
POLE2,2964
HMGN2,2965
ENSG00000254692,2963
PARVA,2962
MFSD2A,2962
ITGB4,2963
HEG1,2963
ZNF780A,2965
AFDN,2964
KIF9,2962
PARP14,2964
ATF4,2964
SEPTIN3,2965
ENSG00000258691,2963
FAM240A,2963
ZNF705D,2964
RFPL1,2962
KCNK1,2963
FBXL12,2963
AHSA1,2963
MS4A8,2963
IGLC7,2964
ENSG00000280537,2963
LSAMP,2964
ZFYVE26,2962
HERPUD2,2963
RASGRP2,2962
PCDHB8,2964
KPNB1,2965
CDIP1,2964
CYP2D6,2964
PCNP,2963
MKKS,2964
PTPRF,2962
UBE2L6,2964
ARHGEF4,2963
ZRANB2,2963
ENSG00000261832,2964
TRIM43B,2964
FAM219A,2963
C1orf216,2964
SLC22A18AS,2963
STT3A,2963
QRICH2,2964
PTPRO,2964
CETP,2963
DYSF,2962
PACSIN1,2964
RREB1,2964
ZDHHC3,2964
ENSG00000283205,2963
IGLV2-18,2964
ENSG00000288000,2963
MUC6,2964
AREL1,2963
SNX21,2961
H2AJ,2962
DEFA3,2963
SOAT2,2962
MFAP5,2964
NPY4R,2964
HECTD2,2963
PSAT1,2964
TMEM47,2964
MSRA,2963
UPK3A,2963
ANAPC2,2963
HNF1A,2964
SLC52A1,2964
UGDH,2964
TAZ,2963
SPINK6,2964
CLCA1,2964
ENSG00000279956,2963
TRAJ24,2963
FRZB,2963
MIS18A,2964
RPRM,2962
CPA3,2964
ENSG00000273217,2964
ENSG00000205236,2963
IGSF23,2964
ITPR2,2963
B4GALNT2,2964
SFRP2,2965
FOXH1,2964
SS18L1,2964
ENSG00000257767,2963
ENSG00000267706,2964
PRMT5,2964
GTF3C2,2963
GRIA2,2964
ATXN10,2963
OR8K5,2962
ATP6V1E1,2964
SDF4,2965
NIM1K,2964
TEX26,2965
ZNF511,2964
ABCC5,2964
LRRC3,2963
C6orf58,2961
EGFLAM,2962
ANKK1,2963
UAP1L1,2964
SCUBE3,2965
ENSG00000284431,2963
LBH,2964
LGI2,2964
ZNF775,2964
GRIN3A,2964
NAXD,2963
HROB,2963
GPC1,2963
RAD23B,2963
ESPNL,2964
CDC14B,2964
ANXA11,2963
SS18,2965
CSGALNACT2,2966
CACNA1I,2964
ZNF100,2963
PLA2G10,2963
GPR150,2964
TSPOAP1,2963
VSIG1,2962
PIGA,2964
AURKA,2963
AMER2,2966
OR2S2,2963
ENSG00000283149,2964
MSH4,2964
ENSG00000267740,2964
TRBJ1-1,2964
CRABP1,2965
GPR151,2965
DUSP28,2964
CPLX2,2963
TDGF1P3,2963
PGM2L1,2964
SFXN1,2964
NKG7,2963
PTPN22,2964
RCBTB2,2964
ENSG00000288570,2963
SCGB1D2,2964
TAL1,2964
ARHGEF37,2964
KLHL14,2962
ENSG00000274944,2964
PHF19,2964
PLCD1,2963
SPRY4,2963
MAPK7,2963
CHD1,2964
KIF16B,2964
TM7SF3,2963
AKAP3,2965
CYHR1,2964
MASTL,2963
CHPF,2965
CIBAR2,2963
GGT6,2963
DDX10,2964
B4GALT3,2965
CA5B,2965
CLP1,2963
BBOX1,2963
BORA,2963
TSPAN15,2964
ZMYM5,2965
NEMP1,2964
PSMB10,2963
NUDT7,2963
MBTPS2,2965
SLC28A3,2963
LRRC75A,2964
ENSG00000173867,2964
NDRG1,2964
SSH3,2963
ZSWIM4,2965
ENSG00000259753,2964
ENSG00000173867,2963
ANKRD13A,2963
NDUFA11,2963
RASGRP1,2964
PSMD11,2963
KCNIP3,2963
ZNF710,2963
ACOT6,2963
ENSG00000284762,2964
TRAK1,2963
SMARCA2,2966
PHKG1,2965
SIAE,2965
SPTSSB,2964
G6PC3,2964
ZPBP,2963
COL6A6,2963
C1orf174,2963
ZSCAN25,2964
RMDN1,2963
ENSG00000285446,2963
CPN1,2963
NXF1,2964
KRTAP20-4,2963
MTHFD1,2963
DACT3,2963
PIH1D1,2964
CD52,2962
ENSG00000285976,2963
TMC8,2964
ASPRV1,2963
COPS7B,2965
TRAJ9,2965
ATP8A1,2964
GREM2,2963
ENSG00000273734,2963
HGFAC,2965
ELOVL6,2964
KRTAP29-1,2965
PIP4K2B,2962
TUB,2964
PPARA,2964
RELA,2962
ITGAD,2962
MNX1,2964
IFNA14,2963
NCOA5,2963
OR4K2,2964
KCNC4,2964
FBXO21,2965
TUBAL3,2963
EPHA10,2963
ENSG00000283952,2967
YWHAG,2964
ETV5,2963
EIF5A,2966
AKNA,2964
SQSTM1,2964
ZNF705G,2963
XPO5,2963
PRSS57,2963
SELENOP,2962
RASSF2,2963
SYAP1,2965
ZNF140,2964
LPAR3,2965
SGCZ,2964
TRAF5,2965
ENSG00000173867,2964
RUVBL2,2963
MPZL2,2965
RBBP9,2964
CCL20,2965
ENSG00000288208,2963
CCBE1,2964
NRN1,2964
FAM71B,2963
ENSG00000261832,2963
ZNF433,2962
FAM181B,2964
NETO2,2964
TTC34,2963
ENSG00000254692,2964
GUCA1ANB,2963
PNKD,2964
CHST14,2964
ENTPD7,2965
COX18,2964
HMGCS1,2964
PPP2R2A,2964
BLOC1S5-TXNDC5,2963
ODAD4,2962
PDCD1LG2,2965
SNAPC2,2964
ENSG00000282218,2963
IGHD1-1,2964
ZCCHC17,2965
KRTAP6-2,2962
ANK3,2964
LZTS1,2964
CORO1C,2963
DUS1L,2963
FANCB,2963
IPO9,2964
GASK1A,2964
SCARA3,2964
NADSYN1,2964
RAB3B,2961
KLHL3,2963
NME7,2965
RPIA,2965
INSL4,2963
WFDC1,2963
FADD,2965
PDE9A,2965
CDH7,2962
RWDD2B,2963
ENSG00000282218,2964
DIO2,2963
JMJD7,2963
FAM193B,2963
OIP5,2964
TREH,2963
ZNF658,2964
GNB2,2963
HRCT1,2964
TAS2R43,2964
GHR,2963
ADCY3,2963
UBL4A,2964
RNFT2,2964
ENSG00000273171,2963
KRTAP16-1,2962
KPNA7,2963
SFXN5,2963
KANK2,2965
IGKV3D-20,2963
RPS25,2964
ENSG00000256349,2963
GIPC3,2964
CDC34,2963
CREB5,2964
MAP3K11,2963
SF3A3,2963
TBCE,2963
RPL3L,2964
YIPF4,2963
PTN,2964
UQCR10,2963
RASD1,2963
HK3,2964
LY6E,2964
INTS1,2963
MAP3K4,2962
INO80B,2962
CD68,2963
DCT,2964
CLYBL,2963
NME9,2964
PPRC1,2965
SULF1,2962
TERF2,2963
IL17RA,2963
LARP4B,2963
TFPT,2964
C19orf47,2964
HOXA1,2962
IGHV3-13,2963
AUH,2962
IYD,2964
KRTAP1-1,2964
ENSG00000125695,2963
INS,2964
ENSG00000285000,2963
ENSG00000268083,2963
NSUN6,2962
LRRC39,2964
NUDT17,2962
OR5A1,2962
CHMP5,2962
KCNC1,2963
PALMD,2964
ENSG00000258864,2963
MYH15,2962
ZFYVE9,2965
PLEKHH2,2964
RIPPLY1,2963
AIFM2,2965
SIRPB1,2965
CRIP2,2963
PLAAT4,2962
ENSG00000251184,2963
PAIP1,2964
ENSG00000236543,2963
TPO,2963
APOE,2964
P2RY1,2963
TOE1,2964
TGIF1,2964
ENSG00000284989,2963
TIMM23B,2964
MIA-RAB4B,2963
COPG2,2963
SEC14L3,2963
DNAH5,2965
GPC4,2964
RPS11,2963
STK38,2964
ENSG00000272822,2963
SLCO2B1,2962
RNASE3,2963
GSG1L2,2963
SLC6A15,2964
TIPARP,2964
MUC20,2963
CMC1,2964
FAM76A,2963
CHRM1,2963
NUBPL,2965
TNS4,2964
OR10W1,2963
PCARE,2964
RARG,2962
FTSJ3,2964
TRIM67,2963
RBM41,2963
AGRN,2963
TMCO4,2964
RRP1B,2963
C17orf107,2963
PARN,2963
POLR2G,2963
ZNF268,2963
PIK3CG,2964
ST8SIA6,2963
LIPF,2964
ENSG00000257355,2964
RHOV,2964
ACYP1,2965
PNPLA4,2963
TTC22,2964
CHKA,2964
C4orf54,2963
RCOR1,2963
VWA1,2964
ENSG00000260170,2963
C15orf40,2962
CLN5,2964
POU3F3,2964
KCNIP4,2962
POP1,2963
SPPL2A,2964
CHRNA7,2964
GPSM1,2963
GLMN,2965
MPHOSPH9,2962
BRINP2,2964
MCUR1,2963
YPEL3,2963
ZNF625-ZNF20,2963
DCAF8L2,2965
KCNRG,2964
ENSG00000284393,2963
LY86,2963
ENSG00000275740,2963
ITM2B,2964
IGLV2-14,2963
SPOCD1,2963
DIP2C,2963
GPR137B,2964
KCTD12,2963
RPLP2,2963
TIMM29,2962
ENSG00000284393,2963
PRKAR2A,2964
BSPH1,2963
NGEF,2961
OR6N2,2963
MAN2C1,2964
PRR30,2964
SLITRK1,2964
DECR1,2963
S100A10,2963
EAF2,2964
WIZ,2962
DAAM1,2963
RIOX2,2963
ENSG00000267740,2963
TUBB3,2963
FBXL18,2963
TRPC6,2966
RPS6KA3,2964
COMMD7,2965
ENSG00000267881,2963
CACNB4,2963
PRELID3B,2965
ZBTB2,2962
MRPS26,2964
FGF3,2964
H2AC15,2963
LCE1A,2965
KRT85,2964
PRPF19,2964
LHX5,2963
PPP1R3E,2963
ENSG00000248710,2964
NUDT9,2963
ARMCX2,2963
FAM172A,2963
ENSG00000254692,2963
CBX3,2964
TBX10,2963
TMEM9B,2963
NLRP8,2963
NDUFAF6,2964
ENSG00000262526,2963
MANF,2962
LRRD1,2962
TEAD1,2961
ARSH,2963
CNGB1,2965
ENPP2,2964
EBAG9,2963
NPHP1,2963
NF2,2963
STAT3,2963
MAP3K7CL,2963
ENSG00000258461,2963
DDX59,2963
HYOU1,2964
TMEM202,2963
C19orf38,2964
MMD2,2966
NUGGC,2962
N4BP1,2964
ENSG00000256349,2963
MTMR7,2964
MSANTD4,2964
SHCBP1,2963
ENSG00000283228,2963
ELAC2,2963
HSPD1,2964
CES1,2964
SLC25A11,2963
CCR7,2964
ZDHHC21,2964
VPS26A,2964
CLEC10A,2962
TRMT13,2964
CACNG7,2962
TMEM128,2962
OR2F1,2964
DNAJB1,2964
SOWAHC,2964
LZTR1,2964
AK8,2963
SERPINE1,2965
CBWD2,2963
CASP7,2964
SRP14,2963
LRRC38,2965
OOSP2,2964
TMEM139,2963
LENG1,2962
DYTN,2961
ENSG00000256950,2963
RAB1B,2964
ACACA,2964
ENSG00000258529,2963
VCPKMT,2965
KIFAP3,2964
IK,2963
CACNB2,2965
TJP1,2963
GABRB1,2963
PHEX,2963
ENSG00000188223,2963
CMTR2,2964
EGR1,2964
PLAC1,2964
CDT1,2963
TRMT9B,2964
ENSG00000250644,2963
FBLN2,2965
ZNF593OS,2964
DENND11,2963
MS4A1,2963
IFNA5,2965
ATP6V1B1,2962
ATP11A,2965
CNDP1,2964
MACC1,2963
CD163L1,2965
INSL3,2962
MX1,2964
CXCR5,2963
IGKV1-27,2963
RBMY1D,2962
RBMXL3,2964
LDLRAD2,2964
OR5V1,2962
ENSG00000288593,2963
ATP1A1,2964
MDH1,2964
TCF4,2963
GFER,2963
LPCAT4,2963
ENSG00000285505,2963
ENSG00000285171,2962
ENSG00000284526,2963
SETD2,2964
PSMA2,2963
ARSG,2963
GSS,2964
FAHD1,2964
UGT2B17,2964
COL4A3,2962
ENSG00000259522,2964
ZNF701,2964
ABCC4,2963
NEDD9,2965
ZNF415,2963
SLC30A5,2964
GSG1,2963
SCFD1,2964
ACADVL,2962
ENSG00000205236,2963
METTL23,2963
ZBTB8B,2962
TRGV11,2964
FRK,2965
POLE,2964
MORC3,2963
DDX3X,2963
CTU2,2964
AASDH,2965
DRGX,2964
CCDC181,2964
COX7B,2966
TIMM21,2965
KIZ,2963
ANGPTL8,2963
FAM89A,2963
ENSG00000188223,2963
HMGA1,2964
GALNS,2963
PHB2,2965
FAM246C,2964
IGKJ2,2963
TAF11L3,2963
C3orf18,2964
ENSG00000268361,2963
NRROS,2964
RPF1,2964
OR6C1,2964
LSM3,2964
EFNB3,2964
FCHO2,2964
STBD1,2963
KAT6B,2965
SEC23A,2963
IGHV3-66,2963
TJAP1,2964
MYBPC1,2962
SLC35D2,2964
PPP1R21,2964
CHTF18,2964
MAGEH1,2963
ENSG00000259753,2964
TMEM184A,2963
ZNF672,2964
HSFX1,2962
ENSG00000286268,2963
ARL6,2964
CCND2,2965
SEMA3C,2964
C20orf202,2963
KIF4B,2963
SLC1A4,2963
DUX4,2963
EN2,2964
ZNF2,2964
CCL11,2963
ENSG00000286015,2963
ENSG00000272647,2963
HMGN5,2962
CLEC4F,2962
FATE1,2965
HNMT,2963
HK1,2964
DDX25,2965
RGS3,2963
NLGN4Y,2966
ANKRD36C,2963
ENSG00000283952,2963
IGFL3,2963
NOP10,2963
ENSG00000285171,2962
ZXDA,2965
WDR45B,2963
MTNR1B,2964
ZNF519,2964
DHX29,2963
TSPYL5,2964
GPANK1,2964
GOT1,2963
SMOC2,2963
SCCPDH,2964
C3orf20,2963
CARD19,2964
GNMT,2964
TEX30,2964
DPYSL2,2963
MPC1L,2963
KIAA0100,2965
CAPZA1,2965
IFNA2,2962
PBX4,2963
FER1L6,2963
SULT1A1,2965
DYNAP,2965
CLIC5,2964
TLCD1,2963
NUP214,2964
DDX52,2963
FCHO1,2963
MCEMP1,2964
ERVFRD-1,2963
CIDEB,2963
PAK6,2963
ENSG00000284526,2963
UBLCP1,2963
TMEM247,2962
CENPO,2964
RSAD1,2964
VPS11,2963
EPOP,2963
CADM2,2966
FKTN,2965
FEZF1,2963
ADGRG6,2964
MTCP1,2965
VAV1,2965
GRHL2,2964
ZBTB21,2964
ENSG00000285526,2963
CP,2962
ENSG00000272305,2962
UTP15,2963
NR1D2,2963
STK38L,2963
ARMCX4,2964
EML3,2962
ENSG00000275674,2963
LACRT,2963
NUDT5,2963
TM6SF2,2965
NEIL2,2964
GKN3P,2965
MYH14,2963
TTC9C,2963
FAM169A,2964
ASB9,2964
LPAR2,2964
VAMP7,2965
SCP2D1,2963
ST8SIA2,2963
NTC,2963
IL6ST,2964
PRR23A,2965
CZIB,2966
BIRC7,2965
ECI2,2964
ABCC9,2963
ZNF528,2964
LSM14A,2964
A4GNT,2963
TTLL2,2963
ENSG00000285897,2963
ENSG00000283201,2963
ATP5F1B,2963
FOXJ1,2963
COX7A2L,2963
CD28,2963
RANBP3L,2963
C8orf44-SGK3,2963
RASA4B,2963
ENSG00000282034,2963
CD300LF,2963
TARBP2,2963
CXCR1,2964
CACNA1E,2964
SELENOS,2963
DPM1,2963
ENSG00000259916,2964
TBC1D10C,2963
OR4K13,2964
BROX,2963
ENSG00000284976,2963
ASTN1,2963
EMC10,2963
CBFA2T2,2963
RP1,2966
FAM83E,2963
GRHL3,2965
ENSG00000261341,2963
IDO1,2964
MARCHF3,2964
KRT9,2962
SOX14,2963
CPT1C,2964
SNRNP27,2963
NDUFAB1,2963
ZIM2,2963
RIF1,2963
LCMT2,2963
ENSG00000275740,2964
SLC25A39,2963
MBP,2964
ENSG00000287542,2963
CFAP61,2963
ZP2,2962
GLRX3,2966
VEZT,2963
ENSG00000255439,2963
ALDH18A1,2963
FER,2963
MFAP4,2964
ENSG00000283782,2963
XPO1,2963
CKB,2963
TBC1D3B,2963
ENSG00000251184,2963
ARHGEF17,2963
PTGS2,2965
ZNF827,2965
STRA6,2963
IL1R2,2964
ENSG00000262633,2963
ENSG00000124593,2963
ZNF28,2964
DMXL1,2964
LHCGR,2963
HACE1,2963
DYRK1B,2964
PLPPR3,2963
DNAJC12,2964
ALDH1L2,2962
C21orf62,2963
FBXW2,2964
TRAV26-1,2964
ELK1,2964
GMNC,2962
ERMARD,2964
SNCB,2964
ENSG00000262526,2963
CLDN9,2963
ENSG00000258989,2963
KMT2A,2964
OLIG1,2964
MSANTD5,2964
PPP1R2C,2963
